author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Самолет,developer,https://www.cian.ru/sale/flat/309188327/,Москва,sale,flat,6,14,2,60.15,-1,0,11710303.0,,,6,Рассказовка,Квартал Западный ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309195048/,Москва,sale,flat,11,15,2,50.9,-1,0,11792313.0,,,15,Летово,Эко Бунино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309195049/,Москва,sale,flat,11,15,2,48.0,-1,0,11745744.0,,,15,Летово,Эко Бунино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309193304/,Москва,sale,flat,1,16,2,57.48,-1,0,11689938.0,Молжаниновский,,к5,Новоподрезково,Молжаниново ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309193153/,Москва,sale,flat,1,13,2,56.38,-1,0,11726758.0,Молжаниновский,,к6,Новоподрезково,Молжаниново ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309188104/,Москва,sale,flat,3,17,2,57.16,-1,0,11705996.0,,,к2,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309188018/,Москва,sale,flat,7,14,2,56.98,-1,0,11793310.0,,,к1,Филатов Луг,Квартал Марьино ЖК
А101,developer,https://www.cian.ru/sale/flat/306743053/,Москва,sale,flat,13,13,2,40.7,-1,0,11782528.0,,,к11.2.1,Прокшино,Прокшино ЖК
ID 13351147,homeowner,https://www.cian.ru/sale/flat/306420969/,Москва,sale,flat,11,14,2,43.7,-1,0,11650000.0,Выхино-Жулебино,Ташкентская ,4К1,Юго-Восточная,
,,https://www.cian.ru/sale/flat/308761897/,Москва,sale,flat,6,16,2,46.26,-1,0,11693602.0,поселок Газопровод, Лесные Поляны 5-я,2,Корниловская,Смарт Гарден ЖК
Евгения Кузнецова,realtor,https://www.cian.ru/sale/flat/307546098/,Москва,sale,flat,25,26,2,41.0,-1,0,11700000.0,Митино,Муравская ,42к1,Пятницкое шоссе,Мир Митино
Дарья Савченко,realtor,https://www.cian.ru/sale/flat/308258852/,Москва,sale,flat,6,9,2,44.2,-1,0,11800000.0,Вешняки,Вешняковская ,41К1,Выхино,
Основа,developer,https://www.cian.ru/sale/flat/286886016/,Москва,sale,flat,3,20,2,44.4,-1,0,11854800.0,Северный,Новодачная ,67/68,Новодачная,ФизтехСити
Основа,developer,https://www.cian.ru/sale/flat/293804025/,Москва,sale,flat,3,36,2,41.2,-1,0,11886200.0,Ярославский,проспект Мира,222,Ростокино,МИРАПОЛИС
Самолет,developer,https://www.cian.ru/sale/flat/309193303/,Москва,sale,flat,4,16,2,53.88,-1,0,11869387.0,Молжаниновский,,к5,Новоподрезково,Молжаниново ЖК
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/304133939/,Москва,sale,flat,18,22,2,56.4,-1,0,11855040.0,,,к4,Рассказовка,Город-парк Первый Московский
А101,developer,https://www.cian.ru/sale/flat/306744046/,Москва,sale,flat,3,12,2,44.6,-1,0,11898714.0,,,4.3,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306744266/,Москва,sale,flat,3,13,2,51.4,-1,0,11890568.0,,,6.1.1,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306744265/,Москва,sale,flat,3,9,2,47.3,-1,0,11820932.0,,,6.1.1,Новомосковская,Дзен-кварталы ЖК
ПИК,developer,https://www.cian.ru/sale/flat/305234689/,Москва,sale,flat,6,9,2,56.51,-1,0,11805221.0,,,к4.1,Филатов Луг,Середневский Лес ЖК
А101,developer,https://www.cian.ru/sale/flat/306748000/,Москва,sale,flat,2,9,2,58.3,-1,0,11837465.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/308314241/,Москва,sale,flat,4,19,2,49.0,-1,0,11857310.0,,,18.1.3,Бунинская аллея,Скандинавия ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309190343/,Москва,sale,flat,3,13,2,56.71,-1,0,11847655.0,,,к13,Щербинка,Алхимово ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309190479/,Москва,sale,flat,5,15,2,54.49,-1,0,11843091.0,,,к12,Щербинка,Алхимово ЖК
3SGroup,developer,https://www.cian.ru/sale/flat/305952760/,Москва,sale,flat,3,17,2,50.9,-1,0,11860000.0,,,,Корниловская,FOREVILLE
Самолет,developer,https://www.cian.ru/sale/flat/309186533/,Москва,sale,flat,8,8,2,54.5,-1,0,11897484.0,,,к24,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309186534/,Москва,sale,flat,1,7,2,57.41,-1,0,11800004.0,,,к24,Рассказовка,Новое Внуково ЖК
А101,developer,https://www.cian.ru/sale/flat/306742482/,Москва,sale,flat,15,15,2,36.8,-1,0,11815707.0,,,к10.1.1,Филатов Луг,Прокшино ЖК
А101,developer,https://www.cian.ru/sale/flat/306737564/,Москва,sale,flat,2,16,2,41.7,-1,0,11888712.0,,м. Бунинская аллея,,Бунинская аллея,Скандинавия
А101,developer,https://www.cian.ru/sale/flat/306741856/,Москва,sale,flat,12,15,2,51.0,-1,0,11890208.0,,,,Ольховая,Деснаречье ЖК
А101,developer,https://www.cian.ru/sale/flat/306740138/,Москва,sale,flat,23,30,2,38.4,-1,0,11861069.0,Южное Бутово,к2.3,к2.3,Бунинская аллея,Южные Сады ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309195610/,Москва,sale,flat,2,23,2,54.83,-1,0,11877980.0,,,к2.3,Румянцево,Тропарево Парк
ID 123716475,homeowner,https://www.cian.ru/sale/flat/309182855/,Москва,sale,flat,9,12,2,45.4,-1,0,11800000.0,Выхино-Жулебино, Академика Скрябина,5К2,Рязанский проспект,
А101,developer,https://www.cian.ru/sale/flat/306742373/,Москва,sale,flat,12,12,2,39.1,-1,0,11803508.0,,,к10.1.1,Филатов Луг,Прокшино ЖК
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/307274474/,Москва,sale,flat,2,9,2,54.3,-1,0,11887465.0,Чертаново Южное,,1.1,Аннино,Варшавские Ворота ЖК
Plus Development,developer,https://www.cian.ru/sale/flat/298554239/,Москва,sale,flat,4,23,2,67.3,-1,0,11873478.0,,,,Филатов Луг,Детали ЖК
АЙГРИН,developer,https://www.cian.ru/sale/flat/304295911/,Москва,sale,flat,6,14,2,52.73,-1,0,11862950.0,Силино,проспект Генерала Алексеева,17с1,Зеленоград — Крюково,Апарт-отель Сигма Силино
ЗелАН,real_estate_agent,https://www.cian.ru/sale/flat/304784059/,Москва,sale,flat,9,12,2,44.2,-1,0,11990000.0,Текстильщики, Артюхиной,16,Печатники,
А101,developer,https://www.cian.ru/sale/flat/306743749/,Москва,sale,flat,14,23,2,53.2,-1,0,11967405.0,,,6.2.1,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306744270/,Москва,sale,flat,2,11,2,51.6,-1,0,11983532.0,,,6.1.1,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306743472/,Москва,sale,flat,8,16,2,35.8,-1,0,11908512.0,,,3.5,Новомосковская,Дзен-кварталы ЖК
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/303067073/,Москва,sale,flat,2,12,2,45.3,-1,0,11955000.0,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
А101,developer,https://www.cian.ru/sale/flat/308161553/,Москва,sale,flat,2,12,2,47.9,-1,0,11965550.0,,,7.1.2,Прокшино,Прокшино ЖК
А101,developer,https://www.cian.ru/sale/flat/306738770/,Москва,sale,flat,8,17,2,36.1,-1,0,11996969.0,,,25.3,Бунинская аллея,Скандинавия ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309190426/,Москва,sale,flat,5,13,2,57.59,-1,0,11919009.0,,,к9,Щербинка,Алхимово ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309195491/,Москва,sale,flat,16,16,2,57.7,-1,0,11918116.0,,,к6,Филатов Луг,Цветочные Поляны
А101,developer,https://www.cian.ru/sale/flat/307282090/,Москва,sale,flat,2,12,2,42.1,-1,0,11917836.0,,,к10.1.1,Филатов Луг,Прокшино ЖК
А101,developer,https://www.cian.ru/sale/flat/306742690/,Москва,sale,flat,11,17,2,42.1,-1,0,11935939.0,,,к11.2.2,Прокшино,Прокшино ЖК
А101,developer,https://www.cian.ru/sale/flat/306740380/,Москва,sale,flat,14,30,2,36.6,-1,0,11992660.0,Южное Бутово, Бунинская Аллея,,Бунинская аллея,Южные сады
Самолет,developer,https://www.cian.ru/sale/flat/309197776/,Москва,sale,flat,1,9,2,59.63,-1,0,11956647.0,,,к1,Силикатная,Подольские Кварталы ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309188297/,Москва,sale,flat,1,5,2,53.92,-1,0,11917486.0,,,к1,Рассказовка,Квартал Западный ЖК
Колди,developer,https://www.cian.ru/sale/flat/303376729/,Москва,sale,flat,1,21,2,36.14,-1,0,11952596.0,Нижегородский,,,Калитники,Н'айс Лофт ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309193151/,Москва,sale,flat,17,17,2,60.38,-1,0,11979558.0,Молжаниновский,,к6,Новоподрезково,Молжаниново ЖК
Страна Девелопмент,developer,https://www.cian.ru/sale/flat/309193024/,Москва,sale,flat,2,38,2,35.6,-1,0,11980000.0,Марьино,Иловайская ,,Перерва,Страна Заречная
ПИК,developer,https://www.cian.ru/sale/flat/303987462/,Москва,sale,flat,15,25,2,48.6,-1,0,11995549.0,Крюково,Зеленоград,6.2,Зеленоград — Крюково,Зелёный парк
Plus Development,developer,https://www.cian.ru/sale/flat/308704175/,Москва,sale,flat,3,23,2,65.8,-1,0,11962295.0,,,,Филатов Луг,Детали ЖК
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/308943618/,Москва,sale,flat,9,9,2,50.3,-1,0,12000000.0,Текстильщики,Люблинская ,5К1,Текстильщики,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/308786285/,Москва,sale,flat,4,9,2,46.0,-1,0,12000000.0,Зябликово, Мусы Джалиля,15К1,Шипиловская,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/308802631/,Москва,sale,flat,16,16,2,50.5,-1,0,12000000.0,,,5с1,Румянцево,Тропарево Парк
Антон Осмелкин,realtor,https://www.cian.ru/sale/flat/309141162/,Москва,sale,flat,4,9,2,37.9,-1,0,12000000.0,Можайский, Маршала Неделина,32К1,Рабочий посёлок,
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/307994662/,Москва,sale,flat,2,33,2,32.1,-1,0,12000000.0,Гольяново,Амурская ,2к2,Черкизовская,Амурский парк
Мост Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/309086066/,Москва,sale,flat,3,12,2,47.0,-1,0,12000000.0,Люблино,Белореченская ,17,Люблино,
Вертикаль,real_estate_agent,https://www.cian.ru/sale/flat/308572380/,Москва,sale,flat,6,12,2,48.4,-1,0,12000000.0,Капотня,3-й кв-л,16,Люблино,
ПИК,developer,https://www.cian.ru/sale/flat/306985413/,Москва,sale,flat,14,15,2,49.9,-1,0,12148654.0,Кунцево,№ 100 кв-л,1к1,Строгино,Мякинино парк
Основа,developer,https://www.cian.ru/sale/flat/308561363/,Москва,sale,flat,4,18,2,43.25,-1,0,12127300.0,Перово,Электродная ,,Шоссе Энтузиастов,EvoPark Измайлово
1-й ДСК,developer,https://www.cian.ru/sale/flat/297262183/,Москва,sale,flat,3,16,2,46.8,-1,0,12044448.0,,,,Тёплый Стан,1-й Ясеневский ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309193300/,Москва,sale,flat,1,14,2,58.06,-1,0,12026432.0,Молжаниновский,,к5,Новоподрезково,Молжаниново ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309193499/,Москва,sale,flat,1,13,2,57.77,-1,0,12059141.0,Молжаниновский,,к4,Новоподрезково,Молжаниново ЖК
А101,developer,https://www.cian.ru/sale/flat/306743872/,Москва,sale,flat,6,11,2,50.5,-1,0,12042174.0,,,6.2.1,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306743987/,Москва,sale,flat,5,9,2,45.2,-1,0,12074909.0,,,2.4,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306743143/,Москва,sale,flat,5,16,2,39.6,-1,0,12066793.0,,,3.3,Новомосковская,Дзен-кварталы ЖК
,,https://www.cian.ru/sale/flat/309278685/,Москва,sale,flat,15,24,2,32.71,-1,0,12108104.0,Соколиная гора,Окружной проезд,10Б,Измайлово,Измайловский Парк
А101,developer,https://www.cian.ru/sale/flat/306743430/,Москва,sale,flat,20,24,2,52.2,-1,0,12017531.0,,,3.1,Новомосковская,Дзен-кварталы ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309195292/,Москва,sale,flat,6,14,2,58.59,-1,0,12066347.0,,,к9,Филатов Луг,Цветочные Поляны ЖК
А101,developer,https://www.cian.ru/sale/flat/306742485/,Москва,sale,flat,14,15,2,40.6,-1,0,12055602.0,,,к10.1.1,Филатов Луг,Прокшино ЖК
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/304056476/,Москва,sale,flat,15,22,2,54.5,-1,0,12036641.0,,,к4,Рассказовка,Город-парк Первый Московский
ПИК,developer,https://www.cian.ru/sale/flat/309259268/,Москва,sale,flat,12,12,2,52.9,-1,0,12102461.0,Крюково,Зеленоград,22-й мкр,Зеленоград — Крюково,Зелёный парк
ПИК,developer,https://www.cian.ru/sale/flat/309259267/,Москва,sale,flat,4,12,2,55.2,-1,0,12140963.0,Крюково,Зеленоград,22-й мкр,Зеленоград — Крюково,Зелёный парк
Ташир,developer,https://www.cian.ru/sale/flat/304472947/,Москва,sale,flat,1,19,2,39.9,-1,0,,Можайский,,,Молодёжная,Стеллар Сити ЖК
А101,developer,https://www.cian.ru/sale/flat/306748245/,Москва,sale,flat,15,18,2,50.1,-1,0,12016214.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/308314400/,Москва,sale,flat,9,18,2,48.9,-1,0,12080504.0,,,18.2.6,Бунинская аллея,Скандинавия ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309185902/,Москва,sale,flat,14,14,2,51.94,-1,0,12026355.0,,,к19,Щербинка,Остафьево ЖК
,,https://www.cian.ru/sale/flat/294904339/,Москва,sale,flat,3,18,2,47.6,-1,0,12024950.0,Останкинский,Березовая аллея,19к4,Ботанический сад,Апарт-комплекс Легендарный квартал
Самолет,developer,https://www.cian.ru/sale/flat/309190319/,Москва,sale,flat,2,15,2,60.12,-1,0,12061251.0,,,15,Щербинка,Алхимово ЖК
3SGroup,developer,https://www.cian.ru/sale/flat/304854245/,Москва,sale,flat,4,17,2,49.5,-1,0,12127500.0,,,,Корниловская,FOREVILLE
Plus Development,developer,https://www.cian.ru/sale/flat/303377465/,Москва,sale,flat,10,23,2,46.5,-1,0,12046592.0,,,,Филатов Луг,Детали ЖК
Plus Development,developer,https://www.cian.ru/sale/flat/308704190/,Москва,sale,flat,4,23,2,65.1,-1,0,12086381.0,,,,Филатов Луг,Детали ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309186531/,Москва,sale,flat,1,7,2,59.18,-1,0,12007159.0,,,к24,Рассказовка,Новое Внуково ЖК
А101,developer,https://www.cian.ru/sale/flat/306742380/,Москва,sale,flat,15,15,2,39.6,-1,0,12082752.0,,,к10.1.1,Филатов Луг,Прокшино ЖК
А101,developer,https://www.cian.ru/sale/flat/306740167/,Москва,sale,flat,24,30,2,40.3,-1,0,12107366.0,Южное Бутово,к2.3,к2.3,Бунинская аллея,Южные Сады ЖК
А101,developer,https://www.cian.ru/sale/flat/308314485/,Москва,sale,flat,4,14,2,48.8,-1,0,12114555.0,,,18.1.2,Бунинская аллея,Скандинавия ЖК
А101,developer,https://www.cian.ru/sale/flat/306743040/,Москва,sale,flat,2,13,2,43.7,-1,0,12034849.0,,,к11.2.1,Прокшино,Прокшино ЖК
А101,developer,https://www.cian.ru/sale/flat/306742933/,Москва,sale,flat,13,16,2,34.1,-1,0,12078663.0,,,к11.2.3,Прокшино,Прокшино ЖК
,,https://www.cian.ru/sale/flat/308762201/,Москва,sale,flat,2,16,2,44.65,-1,0,12101936.0,поселок Газопровод, Лесные Поляны 5-я,,Корниловская,Смарт Гарден ЖК
,,https://www.cian.ru/sale/flat/308762012/,Москва,sale,flat,2,16,2,44.4,-1,0,12034293.0,поселок Газопровод, Лесные Поляны 5-я,2,Корниловская,Смарт Гарден ЖК
ПИК,developer,https://www.cian.ru/sale/flat/305234494/,Москва,sale,flat,2,9,2,64.8,-1,0,12139631.0,,,4.3,Филатов Луг,Середневский Лес ЖК
ПИК,developer,https://www.cian.ru/sale/flat/306483769/,Москва,sale,flat,2,28,2,56.2,-1,0,12146618.0,Крюково,Зеленоград,6.5,Зеленоград — Крюково,Зелёный парк
Самолет,developer,https://www.cian.ru/sale/flat/309195607/,Москва,sale,flat,15,23,2,54.25,-1,0,12086986.0,,,к2.3,Румянцево,Тропарево Парк
Самолет,developer,https://www.cian.ru/sale/flat/309194868/,Москва,sale,flat,10,19,2,61.95,-1,0,12123181.0,,,13,Летово,Эко Бунино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309188253/,Москва,sale,flat,1,5,2,53.1,-1,0,12145746.0,,,3,Рассказовка,Квартал Западный ЖК
А101,developer,https://www.cian.ru/sale/flat/306742780/,Москва,sale,flat,9,16,2,42.6,-1,0,12119913.0,,,к11.1.2,Прокшино,Прокшино ЖК
Зеленый город,real_estate_agent,https://www.cian.ru/sale/flat/308958955/,Москва,sale,flat,11,17,2,50.2,-1,0,9200000.0,Крюково,Зеленоград,к1559,Зеленоград — Крюково,
ID 13124217,unknown,https://www.cian.ru/sale/flat/303568211/,Москва,sale,flat,12,16,2,50.0,-1,0,13000000.0,Старое Крюково,Зеленоград,к828,Зеленоград — Крюково,
ID 477304,homeowner,https://www.cian.ru/sale/flat/307488157/,Москва,sale,flat,11,14,2,44.3,-1,0,12000000.0,Савёлки,Зеленоград,к618,Зеленоград — Крюково,
ID 115767,realtor,https://www.cian.ru/sale/flat/306966083/,Москва,sale,flat,1,17,3,72.1,-1,0,12800000.0,Крюково,Зеленоград,к1519,Зеленоград — Крюково,
Айгюн Алиева,realtor,https://www.cian.ru/sale/flat/298348785/,Москва,sale,flat,2,9,3,58.7,-1,0,9400000.0,Матушкино,Зеленоград,к200А,Зеленоград — Крюково,
ЗелЖилСервис,real_estate_agent,https://www.cian.ru/sale/flat/302333877/,Москва,sale,flat,7,22,2,54.0,-1,0,9400000.0,Силино,Зеленоград,к1107,Зеленоград — Крюково,
Александр Гумиров,realtor,https://www.cian.ru/sale/flat/306553331/,Москва,sale,flat,11,14,2,53.3,-1,0,9000000.0,Крюково,Зеленоград,к1417,Зеленоград — Крюково,
Наталья Коваленко,realtor,https://www.cian.ru/sale/flat/306283031/,Москва,sale,flat,7,23,2,56.0,-1,0,13500000.0,Савёлки,Зеленоград,к320,Зеленоград — Крюково,
Илья Сурков,realtor,https://www.cian.ru/sale/flat/309035210/,Москва,sale,flat,3,14,2,52.0,-1,0,12000000.0,Матушкино,Зеленоград,к138,Зеленоград — Крюково,
Sminex,developer,https://www.cian.ru/sale/flat/306342049/,Москва,sale,flat,2,10,3,147.5,-1,0,372260000.0,Хамовники,Фрунзенская набережная,30,Фрунзенская,Клубный город-парк 
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/309188522/,Москва,sale,flat,22,34,3,83.6,-1,0,85000000.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Главстрой,developer,https://www.cian.ru/sale/flat/307941294/,Москва,sale,flat,4,20,3,103.7,-1,0,40291971.0,Филевский парк,Береговой проезд,2,Фили,Береговой-2
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/306567075/,Москва,sale,flat,2,10,3,115.0,-1,0,101000000.0,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
ANT Development,developer,https://www.cian.ru/sale/flat/303519403/,Москва,sale,flat,3,10,3,105.8,-1,0,115430498.0,Дорогомилово,,3к8,Поклонная,Виктори Парк Резиденсез ЖК
hoomie,real_estate_agent,https://www.cian.ru/sale/flat/305679858/,Москва,sale,flat,11,20,3,87.02,-1,0,32910964.0,Даниловский,,,Тульская,Форст ЖК
Пионер,developer,https://www.cian.ru/sale/flat/308884181/,Москва,sale,flat,3,39,3,70.5,-1,0,47630082.0,Даниловский,,,Павелецкая,Хай Лайф ЖК
Правовой центр жилья,real_estate_agent,https://www.cian.ru/sale/flat/308734826/,Москва,sale,flat,3,8,3,121.3,-1,0,206000000.0,Красносельский,Костянский переулок,13,Сретенский бульвар,Клубный дом TURGENEV
VESPER,developer,https://www.cian.ru/sale/flat/307544571/,Москва,sale,flat,2,21,3,157.8,-1,0,165216600.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/305736633/,Москва,sale,flat,35,41,3,97.4,-1,0,95000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
Sminex,developer,https://www.cian.ru/sale/flat/293713709/,Москва,sale,flat,2,14,3,142.1,-1,0,309370000.0,Якиманка,,,Полянка,Лаврушинский ЖК
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/289779271/,Москва,sale,flat,4,8,3,70.0,-1,0,66668378.0,Хамовники,Смоленский бульвар,22/14,Смоленская,
MR Group,developer,https://www.cian.ru/sale/flat/306610279/,Москва,sale,flat,8,59,3,56.1,-1,0,,Можайский,,,Давыдково,Веер ЖК
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296779510/,Москва,sale,flat,2,7,3,108.0,-1,0,48500000.0,Тверской,1-я Миусская ,24/22С4,Менделеевская,
MR Group,developer,https://www.cian.ru/sale/flat/300288094/,Москва,sale,flat,5,43,3,84.79,-1,0,37441144.0,Савеловский,2-я Хуторская ,34,Дмитровская,SYMPHONY 34
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/306447297/,Москва,sale,flat,13,21,3,130.0,-1,0,155000000.0,Пресненский, Костикова,4к4,Улица 1905 года,Lucky
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040443/,Москва,sale,flat,5,5,3,183.1,-1,0,174494300.0,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304737194/,Москва,sale,flat,3,21,3,92.2,-1,0,98285200.0,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/308971079/,Москва,sale,flat,10,23,3,83.1,-1,0,39721800.0,Басманный, Фридриха Энгельса,56С9,Бауманская,Дом 56
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/304817322/,Москва,sale,flat,3,21,3,92.2,-1,0,98285200.0,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
MR Group,developer,https://www.cian.ru/sale/flat/308088572/,Москва,sale,flat,2,7,3,192.99,-1,0,463176000.0,Арбат,Крестовоздвиженский переулок,4,Арбатская,LUCE
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/308889163/,Москва,sale,flat,2,6,3,74.0,-1,0,67500000.0,Пресненский,Богословский переулок,7,Пушкинская,
UNIQ Development,developer,https://www.cian.ru/sale/flat/307668354/,Москва,sale,flat,11,25,3,109.2,-1,0,89544000.0,Фили-Давыдково,Малая Филевская ,46,Кунцевская,Springs
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308907053/,Москва,sale,flat,7,14,3,206.0,-1,0,291978299.0,Арбат,Малый Новопесковский переулок,8,Смоленская,Дом на Смоленской набережной
Sense Development,developer,https://www.cian.ru/sale/flat/304888591/,Москва,sale,flat,10,13,3,103.6,-1,0,62517091.0,Даниловский, Даниловский Вал,1А,Тульская,Logos
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/296710178/,Москва,sale,flat,22,31,3,83.0,-1,0,52000000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья
MR Group,developer,https://www.cian.ru/sale/flat/306614056/,Москва,sale,flat,9,28,3,87.7,-1,0,32115301.0,Даниловский,,,Павелецкая,Павелецкая Сити ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/302398135/,Москва,sale,flat,5,17,3,105.0,-1,0,130000000.0,Пресненский, Сергея Макеева,9к2,Улица 1905 года,RedSide
BERI,real_estate_agent,https://www.cian.ru/sale/flat/308568986/,Москва,sale,flat,5,9,3,59.0,-1,0,23950000.0,Раменки,Винницкая ,17,Раменки,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/304590085/,Москва,sale,flat,4,11,3,80.0,-1,0,41900000.0,Свиблово,Лазоревый проезд,1,Ботанический сад,LIFE-Ботанический сад
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308405573/,Москва,sale,flat,12,12,3,64.1,-1,0,19999990.0,Академический,Большая Черемушкинская ,20К2,Академическая,
Villagio Realty,official_representative,https://www.cian.ru/sale/flat/309056610/,Москва,sale,flat,6,17,3,79.0,-1,0,29000000.0,Черемушки,Новочеремушкинская ,57,Новые Черёмушки,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/305638927/,Москва,sale,flat,4,8,3,134.0,-1,0,153250000.0,Красносельский,Милютинский переулок,3,Лубянка,
Пионер,developer,https://www.cian.ru/sale/flat/301459890/,Москва,sale,flat,7,18,3,84.9,-1,0,62136917.0,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/300822468/,Москва,sale,flat,5,21,3,117.0,-1,0,113850000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
BERI,real_estate_agent,https://www.cian.ru/sale/flat/308038194/,Москва,sale,flat,8,12,3,65.7,-1,0,26610000.0,Раменки,Мичуринский проспект,54К2,Раменки,
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/308080997/,Москва,sale,flat,2,6,3,118.66,-1,0,195551680.0,Замоскворечье,Космодамианская набережная,4/22С8,Новокузнецкая,Клубный дом Космо 4/22
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/305436608/,Москва,sale,flat,5,21,3,117.0,-1,0,115000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Снегири,developer,https://www.cian.ru/sale/flat/304284346/,Москва,sale,flat,3,4,3,217.0,-1,0,430000201.0,Раменки,Минская ,2Вк6,Минская,Снегири Эко
Hutton Development,developer,https://www.cian.ru/sale/flat/303616418/,Москва,sale,flat,3,6,3,134.1,-1,0,295020000.0,Якиманка,Софийская набережная,34С3,Новокузнецкая,Клубный дом DUO
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/308747081/,Москва,sale,flat,13,20,3,130.2,-1,0,155000000.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/309039247/,Москва,sale,flat,12,12,3,148.7,-1,0,208180000.0,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
TOUCH,developer,https://www.cian.ru/sale/flat/302838498/,Москва,sale,flat,6,13,3,75.37,-1,0,41550880.0,Южнопортовый,,к3,Дубровка,Шампайн ЖК
